Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
select-your-grey-fabric,,,,,,,,,Premium Plush Velvet +£50,,Plush Velvet Silver,,,PL-SILVER,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Crush Velvet +£25,,Crush Velvet Steel,,,CR-STEEL,0,,0,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Crush Velvet +£25,,Crush Velvet Ice Silver,,,CR-ICE-SLR,0,,0,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Chenille +£25,,Chenille Charcoal Grey,,,CH-CHARCOAL,0,,0,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Chenille +£25,,Chenille Light Grey,,,CH LT-GREY,0,,0,deny,manual,0,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Suede £45,,Suede Grey,,,SUEDE-GREY,0,,0,deny,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Suede £45,,Suede Silver,,,SUEDE SILVER,0,,0,deny,manual,45,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Wool +£50,,Wool Steel,,,WOOL-STEEL,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Wool +£50,,Wool Chrome Grey,,,,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Linen +£50,,Linen Charcoal,,,LI-CHARCOAL,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Linen +£50,,Linen Graphite,,,LI-GRAPHITE,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Linen +£50,,Linen Silver,,,LI-SILVER,0,,0,deny,manual,25,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Ascot +£50,,Ascot Silver Grey,,,ASCOT SILVER,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Ascot +£50,,Ascot Charcoal Grey,,,ASCOT-CHARCOAL,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-tall-oxford-wingback-so-soft-beds,Tall Oxford Ottoman Storage Bed 54-70inch Wingback Headboard with optional Mattress,"<h3>
<a href=""http://www.sosoftbeds.co.uk/product-category/ottoman-beds/"">Ottoman Bed</a> Base Side Lift or End Lift</h3>
<p>Luxurious <strong>Naples Cream Tall Wingback available in range of bed bases</strong>, this an absolute masterpiece for the bedroom, this eloquent <strong>tapered wingback headboard</strong> is carefully upholstered in chesterfield to give you the ultimate effect, same color is also available in our premium plush velvet Ivory and chenille cream, shades may vary slightly from batch to batch, so if you are unsure, please request the latest fabric from our swatch shop.</p>
<h3><!-- wp:heading {""level"":3} --></h3>
<h3>
<!-- /wp:heading -->
</h3><p><!-- wp:list -->
</p><ul>
<li>Universal side lift base units can be arranged to Lift from right or the left side.</li>
<li>Standard Base Storage Height is 37cm including Lid and Chrome Glides (Storage Depth 26cm)</li>
<li>
<a href=""http://www.sosoftbeds.co.uk/product/alvador-ottoman-storage-bed-panel/?attribute_pa_fabric-options=ascot-50&amp;attribute_pa_upholstery-colour=ascot-beige"">Extra Deep Base</a> Option is 44cm deep including Lid and Chrome Glides (Storage Depth 33cm) Largest in The UK</li>
<li>Base comes in 2 Pre-assembled and Upholstered Base Units.</li>
<li>High Quality Timber</li>
<li>495Kg Maximum User Weight Including Mattress</li>
<li>Anti-Slip Platform Top Secures Mattress Slippage</li>
<li>Both Lids are Bolted together for a complete Gas Assisted Opening Lid System.</li>
<li>4 x Durable Gas Pistons Included 600N/800N Lifts up to 90kg Mattress</li>
<li>Ottoman End Lift Mechanism Provides Easy Access Storage</li>
<li>Items Will Be Stored Within the Fully Enclosed Units Complete With Solid Floor</li>
<li>Beechwood Effect Internal MFC</li>
<li>MDF Lined Base with Hidden Cross Beam Strengthening</li>
<li>Fits All Headboards UK Standard Fittings</li>
<li>Comes with Chrome Glides or Castors,</li>
<li>This Ottoman Bed Divan Base is Suitable For Standard UK Mattress Sizes</li>
<li>5 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
<li>Made in The UK</li>
</ul>
<h4>Super Strong Re-inforced Ottoman Bed Bases</h4>
<ul>
<li>Our Standard Ottoman Bed Bases are currently the Strongest Enclosed Storage Units in the UK Market.</li>
<li>New Extra Strong Re-inforced Base Units are made double the strength across the Base and the Lids</li>
</ul>
<h3>
<!-- /wp:list -->
</h3><p><!-- wp:heading {""level"":3} -->
</p><h4>Ottoman Bed Matching Headboard</h4>
<h3>
<!-- /wp:heading -->
</h3><p><!-- wp:list -->
</p><ul>
<li>Choose from our range of floor standing headboards or our 30inch headboards with Struts</li>
<li>Floor Standing Headboards are 54inch in Height (70inch custom headboards also available)</li>
<li>Please check overheads and turning points upto the point of install.</li>
<li>Must measure in the 45 degree angle to the staircase from stairway overheads.</li>
<li>Headboard comes with the selected matching base fabric.</li>
<li>5 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
<li>
<strong>Side Lift Ottoman</strong> Bed requires spacers between the headboard and <a href=""http://www.sosoftbeds.co.uk/product/ottoman-divan-storage-elegant-design/""><strong>ottoman bed</strong></a> base</li>
</ul>
<h3>
<!-- /wp:list -->
</h3><p><!-- wp:heading {""level"":3} -->
</p><h3>Mattress (Optional Extra)</h3>
<h3>
<!-- /wp:heading -->
</h3><p><!-- wp:list -->
</p><ul>
<li>Choose your mattress from our specially selected luxurious models, our orthopaedic basic models have been selected to exceed current market basic products.</li>
<li>This Bed Frame is Suitable For Standard UK <a href=""http://www.sosoftbeds.co.uk/product-category/mattresses/"">Mattress</a> Sizes</li>
<li>See Mattress Tab Above For More Information</li>
</ul>
<h3></h3>
<h3>Review Locations </h3>
<ul>
<li><a href=""https://www.google.com/maps/place/5+star+Beds+Ltd/@53.6992821,-1.6333693,17z/data=!3m1!4b1!4m7!3m6!1s0x4879603c1e1ed53f:0x144316ded7b6490c!8m2!3d53.6992821!4d-1.6311806!9m1!1b1"">Google Reviews</a></li>
<li><a href=""https://uk.trustpilot.com/review/www.sosoftbeds.co.uk"" target=""_blank"" rel=""noopener noreferrer"">Trust Pilot</a></li>
<li><a href=""https://www.facebook.com/Sosoftbeds/"">Facebook</a></li>
<li><a href=""https://www.yell.com/biz/so-soft-beds-dewsbury-9102438/"" target=""_blank"" rel=""noopener noreferrer"">Yell</a></li>
</ul>
<h5>Ottoman Bed Specialists </h5>
<h6>Bespoke Ottoman Beds are also available on request.</h6>
 <p>This Tall Oxford Ottoman Storage Bed features a 54-70inch Wingback Headboard and comes with an optional Mattress. Perfect for stylishly storing your bedroom essentials and creating a comfortable sleeping space.</p>
",Ottoman Beds,Furniture > Beds & Accessories > Beds & Bed Frames,Ottoman Beds,"Cream wingback bed, double ottoman bed, King Size Ottoman Bed, ottoman divan storage bed, Tall Wingback, wingback",TRUE,Title,Default Title,,,,,***Bed Base Options***,0,,0,deny,manual,177.85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/64inch-high-Sleigh-Bed-Creal-Chester-Wingback-pic-2_6993c330-3f5c-444c-90fa-3920f6e70b03.jpg?v=1702856130,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
ottoman-bed-of-tall-oxford-wingback-so-soft-beds,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/64-inch-Sleigh-Bed-Chesterfield-Wingback-headboard_22c49ac5-cd31-4059-8268-898a948dece7.jpg?v=1702856130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-of-tall-oxford-wingback-so-soft-beds,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_Base-Only_Open_CloseUp_620c1912-c439-4152-a32a-1370341378c0.jpg?v=1702856130,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-bed-of-tall-oxford-wingback-so-soft-beds,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_End_ELD_Base-Only_Open_CloseUp_228c7f82-9a48-49d2-b33a-90e32fe7d1d4.jpg?v=1702856130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,15 Shades of Grey Tall Oxford Wingback Ottoman Bed,"<p>We bring you 15 Shades of Grey Beds in all the grey's you can dream of, <strong> Tall Grey Ottoman Wingback Bed available in range of bed bases and grey's</strong>, this an absolute masterpiece for the bedroom, this eloquent <strong>tapered wingback headboard</strong> is carefully upholstered in chesterfield to give you the ultimate effect.</p>
<h3>Ottoman Bed Base</h3>
<ul>
<li>Bed Colour In Image Is: Plush Steel with Matching Colour Fabric Buttons</li>
<li>Standard Base Storage Height is 26cm Excluding Lid and Feet(Total 37cm)</li>
<li>Our Extra deep base Option is 33cm deep Excluding Lid and Feet(Total 44cm)</li>
<li>Base comes in 2 Pre-assembled and Upholstered Base Units.</li>
<li>Both Lids are Bolted together for a complete Gas Assisted Opening Lid System.</li>
<li>4 x Durable Gas Pistons Included</li>
<li>Ottoman End Lift Mechanism Provides Easy Access Storage in the Enclosed</li>
<li>Items Will Be Stored Within the Fully Enclosed</li>
<li>Comes with Chrome Glides</li>
<li>Hypo-Allergenic &amp; Dust Mite Resistant</li>
<li>This Ottoman Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3>Super Strong Re-inforced Ottoman Bed Bases</h3>
<ul>
<li>Our Standard Ottoman Beds are currently the Strongest Storage Base Units in the UK Market</li>
<li>Our New Super Strong Re-inforced Base Units Strength Level is doubled in the Base and the Lids</li>
</ul>
<h3><span class=""contentsubtitle"">Headboard<br>
</span></h3>
<ul>
<li>Matching Colour Tapered Wingback Headboard</li>
<li>60 inch or 54 Inch High Headboard is available</li>
<li>Headboard is comes with matching base fabric.</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3>Mattress (available)</h3>
<ul>
<li>Choose Your Mattress From Our Specially Selected Luxurious Models, our Orthopaedic basic models have been selected to exceed current market basic products.</li>
<li>This Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>See Mattress Tab Above For More Information</li>
</ul>
 ",Storage Beds and Mattresses,Furniture > Beds & Accessories > Beds & Bed Frames,Ottoman Beds,"Ascot Grey Bed Base, Chenille Grey Ottoman Bed Base, Grey Ottoman Bed, Linen Grey Ottoman Bed Base",TRUE,Title,Default Title,,,,,15 Shades Grey,0,,0,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/64inch-high-Sleigh-Bed-Creal-Chester-Wingback-pic-2-grey.jpg?v=1702856114,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_bed_Oxford_plush-Grey004.jpg?v=1702856114,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Sosoft_beds_Ottoman-Bed_Oxford-Naples-Silver0010.jpg?v=1702856114,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Sosoft_beds_Ottoman-Bed_Oxford-Naples-Silver0015.jpg?v=1702856114,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_SLS_Base-Only_Closed.jpg?v=1702856115,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_SLS_Base-Only_Open.jpg?v=1702856115,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_SLD_Base-Only_Open-e1680359171940.jpg?v=1702856115,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_SLD_Base-Only_Closed.jpg?v=1702856115,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_Base-Only_Open_CloseUp_20b9da9f-cf4d-4a4d-913b-44dfb3b799ee.jpg?v=1702856115,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_side_opening_SLS_Base-Only_Open_CloseUp.jpg?v=1702856115,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_End_opening_ELS_Base-Only_Closed.jpg?v=1702856115,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_End_ELD_Base-Only_Open_CloseUp_61fed57a-4b5b-453b-af92-805fd053a8f5.jpg?v=1702856115,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-shades-of-grey-tall-oxford-wingback,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_Bed_End_Base-Only_Open_CloseUp_860372c5-3a76-4863-846b-3edb9de0ae79.jpg?v=1702856115,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ottoman-storage-box-2,Chestefield,"<p>Ottoman Lid Design</p>
 <p>Variant chesterfield design Ottoman storage boxes are an extremely useful place to store your home items. it works well to fit at the bottom of the bed, as well as a place to store extra bedroom accessories? it can work well to store all your daily use items with it placed right next to your dressing table, which can also be used as a place to sit.Put some cushioning or you can purchase wall mounted back panels to create comfort zone seating area , or you can use a smaller stool as a seat at the dressing table. In the living room, think about the storage footstool to secure the remotes and controllers. You can also store books and magazines and reading materials. a really elegant addition to the bedroom.Ideas where you can position:Dressing Table Seat<a href=""http://www.sosoftbeds.co.uk/product/ottoman-storage-base-5460-wingback-chester-chained/"">End Of Bed Storage</a>Under the Window StorageKitchen Seating and Storage BoxGames Console Storage Box</p>
",Storage Beds and Mattresses,,Ottoman Storage Box,,TRUE,Title,Default Title,,,,,OTTO-BOX-CHESTERFIELD,0,shopify,5,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Black_ottoman_storage_box_in_Faux_Leather_f5d7aae3-7726-4edc-bda0-e6f6f6f73d97.jpg?v=1702856085,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
ottoman-storage-box,Elegant,"<p>Ottoman Lid Design</p>
 <p>Variant chesterfield design Ottoman storage boxes are an extremely useful place to store your home items. it works well to fit at the bottom of the bed, as well as a place to store extra bedroom accessories? it can work well to store all your daily use items with it placed right next to your dressing table, which can also be used as a place to sit.Put some cushioning or you can purchase wall mounted back panels to create comfort zone seating area , or you can use a smaller stool as a seat at the dressing table. In the living room, think about the storage footstool to secure the remotes and controllers. You can also store books and magazines and reading materials. a really elegant addition to the bedroom.Ideas where you can position:Dressing Table Seat<a href=""http://www.sosoftbeds.co.uk/product/ottoman-storage-base-5460-wingback-chester-chained/"">End Of Bed Storage</a>Under the Window StorageKitchen Seating and Storage BoxGames Console Storage Box</p>
",Storage Beds and Mattresses,,Ottoman Storage Box,,TRUE,Title,Default Title,,,,,OTTO-BOX-ELEGANT,0,shopify,7,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Box_2.jpg?v=1702856080,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
cube-ottoman-box-large,Sicilian,"<p>Ottoman Lid Design</p>
 <p>Variant chesterfield design Ottoman storage boxes are an extremely useful place to store your home items. it works well to fit at the bottom of the bed, as well as a place to store extra bedroom accessories? it can work well to store all your daily use items with it placed right next to your dressing table, which can also be used as a place to sit.Put some cushioning or you can purchase wall mounted back panels to create comfort zone seating area , or you can use a smaller stool as a seat at the dressing table. In the living room, think about the storage footstool to secure the remotes and controllers. You can also store books and magazines and reading materials. a really elegant addition to the bedroom.Ideas where you can position:Dressing Table Seat<a href=""http://www.sosoftbeds.co.uk/product/ottoman-storage-base-5460-wingback-chester-chained/"">End Of Bed Storage</a>Under the Window StorageKitchen Seating and Storage BoxGames Console Storage Box</p>
",Storage Beds and Mattresses,,Ottoman Storage Box,,TRUE,Title,Default Title,,,,,OTTO-BOX-SICILLIAN,0,shopify,9,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/light-grey-ottoman-storage-box-in-closed-position.jpg?v=1702856075,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
moonlight,Moonlight,"<p>Ottoman Lid Design</p>
 <p>Variant chesterfield design Ottoman storage boxes are an extremely useful place to store your home items. it works well to fit at the bottom of the bed, as well as a place to store extra bedroom accessories? it can work well to store all your daily use items with it placed right next to your dressing table, which can also be used as a place to sit.Put some cushioning or you can purchase wall mounted back panels to create comfort zone seating area , or you can use a smaller stool as a seat at the dressing table. In the living room, think about the storage footstool to secure the remotes and controllers. You can also store books and magazines and reading materials. a really elegant addition to the bedroom.Ideas where you can position:Dressing Table Seat<a href=""http://www.sosoftbeds.co.uk/product/ottoman-storage-base-5460-wingback-chester-chained/"">End Of Bed Storage</a>Under the Window StorageKitchen Seating and Storage BoxGames Console Storage Box</p>
",Storage Beds and Mattresses,,Ottoman Storage Box,,TRUE,Title,Default Title,,,,,OTTO-BOX-MOONLIGHT,0,shopify,9,deny,manual,0,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/headboard-panel-moonlight_b4c0d92f-c9ba-4aa9-a28b-0bed1ec44dcd.jpg?v=1702856070,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
bed-side-large-ottoman-storage-box,Large Ottoman Box Bedside,"<h3>Large Ottoman Gas Lift Assist Storage Box</h3>
<p>Ideal for increasing storage within your home<br>
Robust and light weight<br>
Laminated internal storage area can be easily wiped and kept clean<br>
150N Gas Lifts fitted for ease of use</p>
<p><strong>Message Us</strong> for the Following Customisable Options:<br>
Lid Design to Match Headboard<br>
Huge Selection of Fabrics to choose from<br>
Extra Deep Ottoman Storage Box 33cm Option</p>
<p>Dimesion Details</p>
<p>4ft Ottoman - 48inch L x 20inch Width x 14inch Height</p>
<p>4ft6 Ottoman - 54inch L x 20inch Width x 14inch Height</p>
<p>5ft Ottoman - 60inch L x 20inch Width x 14inch Height</p>
<p> </p>
<p> </p>
<p>Ideas where you can position:<br>
Dressing Table Seat<br>
<a href=""http://www.sosoftbeds.co.uk/product/ottoman-storage-base-5460-wingback-chester-chained/"">End Of Bed Storage</a><br>
Under the Window Storage<br>
Kitchen Seating and Storage Box<br>
Games Console Storage Box</p>
<p> </p>
 ",Storage Beds and Mattresses,,Ottoman Storage Box,,TRUE,Title,Default Title,,,,,*Large Ottoman Alvador*,0,shopify,0,deny,manual,225,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Box_7.jpg?v=1702856065,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
bed-side-large-ottoman-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ascot-Silver-Grey-closed.jpg?v=1702856065,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed-side-large-ottoman-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ascot-Silver-beige-closed.jpg?v=1702856065,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed-side-large-ottoman-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ascot-Beige-open.jpg?v=1702856065,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bed-side-large-ottoman-storage-box,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ascot-Silver-Grey-Open_a0d2741c-9b33-4f70-b7f0-b4a1082b38bb.jpg?v=1702856065,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ft-ottoman-60-l-x-20-w-x-14-h,"5ft Ottoman (60"" L X 20"" W X 14"" H)","<p>5ft Ottoman Storage Box<br>
Fully Laminated internals</p>
<p>(60"" L X 20"" H X 14"" W)</p>
 <p>Variant chesterfield design Ottoman storage boxes are an extremely useful place to store your home items. it works well to fit at the bottom of the bed, as well as a place to store extra bedroom accessories? it can work well to store all your daily use items with it placed right next to your dressing table, which can also be used as a place to sit.Put some cushioning or you can purchase wall mounted back panels to create comfort zone seating area , or you can use a smaller stool as a seat at the dressing table. In the living room, think about the storage footstool to secure the remotes and controllers. You can also store books and magazines and reading materials. a really elegant addition to the bedroom.Ideas where you can position:Dressing Table Seat<a href=""http://www.sosoftbeds.co.uk/product/ottoman-storage-base-5460-wingback-chester-chained/"">End Of Bed Storage</a>Under the Window StorageKitchen Seating and Storage BoxGames Console Storage Box</p>
",Storage Beds and Mattresses,,Ottoman Storage Box,,FALSE,Title,Default Title,,,,,Ottoman Box 5ft,0,shopify,6,deny,manual,275,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/5ft-ottoman-box-text.jpg?v=1702856052,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
