Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Included / European Union,Price / European Union,Compare At Price / European Union,Included / International,Price / International,Compare At Price / International,Status
tall-queen-anne-wingback-headboard-60-or-54,,,,,,,,,Super king (6ft),,"54"" Floor Standing",,,,0,,0,deny,manual,325,475,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
tall-queen-anne-wingback-headboard-60-or-54,,,,,,,,,Super king (6ft),,"60"" Floor Standing",,,375-1-1,0,,0,deny,manual,450,525,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
tall-queen-anne-wingback-headboard-60-or-54,,,,,,,,,Small Double (4ft),,"54"" Floor Standing",,,,0,,0,deny,manual,225,325,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,"Tall Oxford Wingback Bed 60"" or 54"" Tall Chesterfield Headboard","<p><strong>Tall Chester Oxford Wingback available in range and Colors</strong>, this a stunning addition to the bedroom, this eloquent <strong>wingback headboard</strong> is carefully upholstered in chesterfield to give you the ultimate effect.</p>
<ul>
<li>
</li>
</ul>
<h3><span class=""contentsubtitle"">Headboard<br>
</span></h3>
<ul>
<li>54inch Wingback Headboard with Matching Base Fabric</li>
<li>60 inch or 54 Inch High Headboard is available</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
 <p><b>Tall Oxford Grey Wingback Headboard</b> </p>
",Storage Beds and Mattresses,Furniture > Beds & Accessories > Beds & Bed Frames,Headboards,"double ottoman bed, King Size Ottoman Bed, ottoman divan storage bed, Tall Wingback, wingback",FALSE,Product Size,Small Double (4ft),Product Height,"60"" Floor Standing",,,,0,,0,deny,manual,395,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_bed_Oxford_Headboard-60inch_Plush_Grey.jpg?v=1702856263,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,,,,,,,,,Double (4ft6),,"54"" Floor Standing",,,,0,,0,deny,manual,325,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_bed_Oxford028_2fa01498-5d48-4466-846c-d4a2b4a20f22.jpg?v=1702856263,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,,,,,,,,,Double (4ft6),,"60"" Floor Standing",,,,0,,0,deny,manual,395,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_bed_Oxford021_76c92a67-dc6b-4909-90b9-35a947ad23a2.jpg?v=1702856263,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,,,,,,,,,Kingsize (5ft),,"54"" Floor Standing",,,,0,,0,deny,manual,425,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_bed_Oxford023_b382ad93-c1ca-44be-8037-6e6c2aa62107.jpg?v=1702856263,4,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,,,,,,,,,Kingsize (5ft),,"60"" Floor Standing",,,,0,,0,deny,manual,495,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_bed_Oxford006.jpg?v=1702856263,5,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,,,,,,,,,Super king (6ft),,"54"" Floor Standing",,,,0,,0,deny,manual,345,625,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman_bed_Oxford009.jpg?v=1702856263,6,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,,,,,,,,,Super king (6ft),,"60"" Floor Standing",,,375-1,0,,0,deny,manual,675,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Sosoft_beds_Ottoman-Bed_Oxford-Naples-Beige0008.jpg?v=1702856263,7,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-bed-of-grey-tall-oxford-wingback-so-soft-beds,,,,,,,,,Small Double (4ft),,"54"" Floor Standing",,,,0,,0,deny,manual,325,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,"Tall Vegas Wingback Bed 60"" or 54"" Tall Chesterfield Headboard","<p><strong>Tall Chester Vegas Wingback available in range and Colors</strong>, this a stunning addition to the bedroom, this eloquent <strong>wingback headboard</strong> is carefully upholstered in chesterfield to give you the ultimate effect.</p>
<ul>
<li>
</li>
</ul>
<h3><span class=""contentsubtitle"">Headboard<br>
</span></h3>
<ul>
<li>54inch Wingback Headboard with Matching Base Fabric</li>
<li>60 inch or 54 Inch High Headboard is available</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3>Mattress (available)</h3>
<ul>
<li>Choose Your Mattress From Our Specially Selected Luxurious Models, our Orthopaedic basic models have been selected to exceed current market basic products.</li>
<li>This Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>See Mattress Tab Above For More Information</li>
</ul>
 <p><strong>Plush Ivory 60inch Tall Vegas Floor standing Wing-Back Headboard.</strong> </p>
",Ottoman Beds,Furniture > Beds & Accessories > Headboards & Footboards,Headboards,"Cream wingback bed, double ottoman bed, King Size Ottoman Bed, ottoman divan storage bed, Tall Wingback, wingback",TRUE,Product Size,Small Double (4ft),Product Height,"54"" Floor Standing",,,Vegas 4ft 54inch,0,,0,deny,manual,275,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Tall-Vegas-60inch-Head-Only_b6e9cdb0-6713-483c-acaa-5d05e21e8061.jpg?v=1702856243,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,,,,,,,,,Small Double (4ft),,"60"" Floor Standing",,,Vegas 4ft 60inch,0,,0,deny,manual,375,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Vega-Headboard-54inch-Only_6053741e-f69a-4eab-8cd7-30fbe72dba71.jpg?v=1702856243,2,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,,,,,,,,,Double (4ft6),,"54"" Floor Standing",,,Vegas 4ft6 54inch,0,,0,deny,manual,195,325,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/tall-vegas-70inch-Headboard-Only.jpg?v=1702856243,3,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,,,,,,,,,Double (4ft6),,"60"" Floor Standing",,,"Vegas 4FT6 60""",0,,0,deny,manual,395,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,,,,,,,,,Kingsize (5ft),,"54"" Floor Standing",,,"Vegas 5FT 54""",0,,0,deny,manual,395,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,,,,,,,,,Kingsize (5ft),,"60"" Floor Standing",,,"Vegas 5FT 60""",0,,0,deny,manual,425,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,,,,,,,,,Super king (6ft),,"54"" Floor Standing",,,"Vegas 6FT 54""",0,,0,deny,manual,525,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
floor-standing-tall-vegas-wingback-bed-60-or-54-tall-chesterfield,,,,,,,,,Super king (6ft),,"60"" Floor Standing",,,"Vegas 6FT 60""",0,,0,deny,manual,625,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,"Tall Vegas Wingback Bed 60"" or 54"" Tall Chesterfield with optional Mattress","<p>Ottoman Bed Chester <strong>Vegas Wingback</strong> available in range of bed bases and Colors, the pictures in this listing are showing plush velvet grey.</p>
<p>This a stunning addition to the bedroom, this eloquent <strong>wingback headboard</strong> is carefully upholstered in chesterfield to give you the ultimate effect.</p>
<h3>Ottoman Bed Base</h3>
<ul>
<li>Bed Type in the Picture: is a Sleigh bed this is slats type bed base, this listing only allows for the purchase of 2 part ottoman storage base or divan base with draws.</li>
<li>Bed Colour In Image Is: Plush Ivory with Matching Colour Fabric Buttons</li>
<li>Standard Base Storage Height is 26cm Excluding Lid and Feet(Total 37cm)</li>
<li>Our Extra deep base Option is 33cm storage depth, Excluding Lid and Feet(Total 44cm)</li>
<li>Base comes in 2 Pre-assembled and Upholstered Base Units, internal of the storage units come with beech-wood effect.</li>
<li>Both Lids are Bolted together for a complete Gas Assisted Opening Lid System.</li>
<li>4 x Durable Gas Pistons Included</li>
<li>Ottoman End Lift Mechanism Provides Easy Access Storage in the Enclosed</li>
<li>Items Will Be Stored Within the Fully Enclosed</li>
<li>Comes with Chrome Glides</li>
<li>Hypo-Allergenic &amp; Dust Mite Resistant</li>
<li>This Ottoman Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3><span class=""contentsubtitle"">Headboard<br>
</span></h3>
<ul>
<li>54inch Wingback Headboard with Matching Base Fabric</li>
<li>60 inch or 54 Inch High Headboard is available</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3>Mattress (available)</h3>
<ul>
<li>Choose Your Mattress From Our Specially Selected Luxurious Models, our Orthopaedic basic models have been selected to exceed current market basic products.</li>
<li>This Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>See Mattress Tab Above For More Information</li>
</ul>
 <p>This Tall Vegas Wingback Bed is perfect for any bedroom. Choose between 60"" or 54"" Tall Chesterfield with optional Mattress for a comfortable and stylish sleep. Get the perfect bed for your home today!</p>
",Ottoman Beds,Furniture > Beds & Accessories > Beds & Bed Frames,Chesterfield Headboards,"double ottoman bed, King Size Ottoman Bed, ottoman divan storage bed, Tall Wingback, wingback",TRUE,Title,Default Title,,,,,**Tall Vegas Listing**,0,,0,deny,manual,177.85,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Bed-Plush-Velvet-Grey025.jpg?v=1702856227,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Bed-Plush-Velvet-Grey085.jpg?v=1702856227,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Bed-Plush-Velvet-Grey068.jpg?v=1702856227,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Bed-Plush-Velvet-Grey012.jpg?v=1702856227,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Bed-Tall-Vegas-Headboard.jpg?v=1702856227,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Bed-Plush-Velvet-Grey023.jpg?v=1702856227,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Bed-Plush-Silver084.jpg?v=1702856227,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Bed-Plush-Silver093.jpg?v=1702856227,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Bed-Plush-Silver051.jpg?v=1702856227,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Bed-Plush-Silver045.jpg?v=1702856227,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Bed-Plush-Silver040.jpg?v=1702856227,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Bed-Plush-Silver068.jpg?v=1702856227,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tall-vegas-chesterfield-ottoman-wingback-bed-60-or-54-tall-chesterfield-with-optional-mattress,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Ottoman-Storage-Bed-Plush-Velvet-Grey104.jpg?v=1702856227,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
include-vegas-chester-60-tall-wingback-floor-standing-bed-head,"Include Vegas Chester 54"" Tall Wingback Floor Standing Bed Head","<p><strong>Ottoman Storage Bed Chester Vegas Wingback available in range of bed bases and Colors</strong>, this a stunning addition to the bedroom, this eloquent <strong>wingback headboard</strong> is carefully upholstered in chesterfield to give you the ultimate effect.</p>
<h3>Ottoman Bed Base</h3>
<ul>
<li>Bed Type in the Picture: is a Sleigh bed this is slats type bed base, this listing only allows for the purchase of 2 part ottoman storage base or divan base with draws.</li>
<li>Bed Colour In Image Is: Plush Ivory with Matching Colour Fabric Buttons</li>
<li>Standard Base Storage Height is 26cm Excluding Lid and Feet(Total 37cm)</li>
<li>Our Extra deep base Option is 33cm deep Excluding Lid and Feet(Total 44cm)</li>
<li>Base comes in 2 Pre-assembled and Upholstered Base Units, internal of the base has wood effect surface.</li>
<li>Both Lids are Bolted together for a complete Gas Assisted Opening Lid System.</li>
<li>4 x Durable Gas Pistons Included</li>
<li>Ottoman End Lift Mechanism Provides Easy Access Storage in the Enclosed</li>
<li>Items Will Be Stored Within the Fully Enclosed</li>
<li>Comes with Chrome Glides</li>
<li>Hypo-Allergenic &amp; Dust Mite Resistant</li>
<li>This Ottoman Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3><span class=""contentsubtitle"">Headboard<br>
</span></h3>
<ul>
<li>54inch Wingback Headboard with Matching Base Fabric</li>
<li>60 inch or 54 Inch High Headboard is available</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3>Mattress (available)</h3>
<ul>
<li>Choose Your Mattress From Our Specially Selected Luxurious Models, our Orthopaedic basic models have been selected to exceed current market basic products.</li>
<li>This Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>See Mattress Tab Above For More Information</li>
</ul>
 ",Storage Beds and Mattresses,,Beds,,FALSE,Title,Default Title,,,,,VEGA-54inch,0,,0,deny,manual,225,345,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Vega-Headboard-54inch-Only.jpg?v=1702856198,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
include-vegas-60-tall-wingback-floor-standing-ottoman-storage-bed,"Include Vegas Chester 60"" Tall Wingback Floor Standing Bed Head","<p><strong>Ottoman Storage Bed Chester Vegas Wingback available in range of bed bases and Colors</strong>, this a stunning addition to the bedroom, this eloquent <strong>wingback headboard</strong> is carefully upholstered in chesterfield to give you the ultimate effect.</p>
<h3>Ottoman Bed Base</h3>
<ul>
<li>Bed Type in the Picture: is a Sleigh bed this is slats type bed base, this listing only allows for the purchase of 2 part ottoman storage base or divan base with draws.</li>
<li>Bed Colour In Image Is: Plush Ivory with Matching Colour Fabric Buttons</li>
<li>Standard Base Storage Height is 26cm Excluding Lid and Feet(Total 37cm)</li>
<li>Our Extra deep base Option is 33cm deep Excluding Lid and Feet(Total 44cm)</li>
<li>Base comes in 2 Pre-assembled and Upholstered Base Units.</li>
<li>Both Lids are Bolted together for a complete Gas Assisted Opening Lid System.</li>
<li>4 x Durable Gas Pistons Included</li>
<li>Ottoman End Lift Mechanism Provides Easy Access Storage in the Enclosed</li>
<li>Items Will Be Stored Within the Fully Enclosed</li>
<li>Comes with Chrome Glides</li>
<li>Hypo-Allergenic &amp; Dust Mite Resistant</li>
<li>This Ottoman Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3><span class=""contentsubtitle"">Headboard<br>
</span></h3>
<ul>
<li>54inch Wingback Headboard with Matching Base Fabric</li>
<li>60 inch or 54 Inch High Headboard is available</li>
<li>3 Year Manufacturers Warranty Included*</li>
<li>Meets All EU Safety Standards Including Fire Retardant BS7177</li>
</ul>
<h3>Mattress (available)</h3>
<ul>
<li>Choose Your Mattress From Our Specially Selected Luxurious Models, our Orthopaedic basic models have been selected to exceed current market basic products.</li>
<li>This Bed Frame is Suitable For Standard UK Mattress Sizes</li>
<li>See Mattress Tab Above For More Information</li>
</ul>
 ",Storage Beds and Mattresses,,Beds,,FALSE,Title,Default Title,,,,,VEGA-60inch,0,,0,deny,manual,325,345,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0818/2651/3206/products/Tall-Vegas-60inch-Head-Only.jpg?v=1702856194,1,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
ottoman-sleigh-beds,Ottoman Sleigh Beds, ,Storage Beds and Mattresses,,Beds,,TRUE,Product Size,Kingsize (5ft),Product Select Colour,Plush Velvet Steel £50,,,,0,,0,deny,manual,395,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,active
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Plush Velvet Steel £50,,,,0,,0,deny,manual,365,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Chenille Charcoal £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Chenille Cream £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Chenille Light Grey £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Chenille Teal £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Crush Velvet Black £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Crush Velvet Champaign £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Crush Velvet Ice Silver £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Crush Velvet Ivory £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Crush Velvet Steel £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Plush Velvet Black £50,,,,0,,0,deny,manual,395,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Chenille Beige £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Chenille Charcoal £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Chenille Cream £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Chenille Light Grey £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Chenille Teal £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Crush Velvet Black £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Crush Velvet Champaign £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Crush Velvet Ice Silver £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Crush Velvet Ivory £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Crush Velvet Steel £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Plush Velvet Black £50,,,,0,,0,deny,manual,365,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Chenille Black £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Kingsize (5ft),,Chenille Beige £25,,,,0,,0,deny,manual,335,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
ottoman-sleigh-beds,,,,,,,,,Double (4ft6),,Chenille Black £25,,,,0,,0,deny,manual,310,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,Select Your Grey Fabric,"<p>This Variation Listings contains, all the grey fabrics we offer such as the Grey Chrome or Steel Grey Wool, Grey Premium Ascot, Plush Velvet greys we stock all the greys you can think of.</p>
 ",Storage Beds and Mattresses,,Beds,"ottoman storage bed upholstery, velvet baby pink",FALSE,Product Select Fabric Type,Tweed Herringbone +£125,Product Grey Fabrics,Tweed Herringbone Grey,,,Tweed Grey.,0,,0,deny,manual,125,,TRUE,TRUE,,,,,FALSE,,,,,,,new,TRUE,,,,,,,kg,,,TRUE,,,TRUE,,,TRUE,,,archived
select-your-grey-fabric,,,,,,,,,Tweed Herringbone +£125,,Tweed Herringbone Charcoal,,,Tweed Charcoal.,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Rustic Velvet +£125,,Rustique Velvet Slate,,,,0,,0,deny,manual,125,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Plush Velvet +£50,,Plush Velvet Steel,,,PL-STEEL,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
select-your-grey-fabric,,,,,,,,,Premium Plush Velvet +£50,,Plush Velvet Grey,,,PL-GREY,0,,0,deny,manual,50,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,,,,
